Unnamed: 0,Map,Team,InternalTeamId,MatchId,RoundId,RoundWinner,MatchWinner,Survived,AbnormalMatch,TimeAlive,TravelledDistance,RLethalGrenadesThrown,RNonLethalGrenadesThrown,PrimaryAssaultRifle,PrimarySniperRifle,PrimaryHeavy,PrimarySMG,PrimaryPistol,FirstKillTime,RoundKills,RoundAssists,RoundHeadshots,RoundFlankKills,RoundStartingEquipmentValue,TeamStartingEquipmentValue,MatchKills,MatchFlankKills,MatchAssists,MatchHeadshots
647,de_inferno,CounterTerrorist,2,4,5,0,False,True,False,4248549457537740.0,7.328.787.497.051.290,1.0,0,10.0,0.0,0.0,0.0,0,31.035.059.000.000.000,1.0,0,1.0,0,5400.0,26600.0,3,0,1,2
648,de_inferno,CounterTerrorist,2,4,5,0,False,True,False,4248549457537740.0,9.990.766.337.458.530,0.0,0,10.0,0.0,0.0,0.0,0,5.462.420.649.999.990,0.0,0,0.0,0,5500.0,26600.0,8,1,0,4
649,de_inferno,CounterTerrorist,2,4,5,0,False,True,False,4248549457537740.0,4.357.510.195.659.930,0.0,0,10.0,0.0,0.0,0.0,0,8.584.698,0.0,0,0.0,0,5100.0,26600.0,3,0,2,2
650,de_inferno,Terrorist,1,4,6,1,True,False,False,1.06620445885777e+16,11.065.488.960.612.900,0.0,3,10.0,0.0,0.0,0.0,0,101.176.796,1.0,0,0.0,0,4700.0,23600.0,1,0,0,0
651,de_inferno,Terrorist,1,4,6,1,True,False,False,1.11313247201173e+16,110.719.930.221.346,1.0,2,10.0,0.0,0.0,0.0,0,108.998.131,1.0,0,1.0,0,4700.0,23600.0,1,0,0,1
652,de_inferno,Terrorist,1,4,6,1,True,True,False,1.17007179463852e+16,16.232.780.944.149.900,0.0,2,10.0,0.0,0.0,0.0,0,11.294.008.600.000.000,2.0,0,1.0,0,4700.0,23600.0,2,0,0,1
653,de_inferno,Terrorist,1,4,6,1,True,False,False,989868224127351.0,14.219.216.111.123.100,1.0,2,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,4800.0,23600.0,0,0,0,0
654,de_inferno,Terrorist,1,4,6,1,True,True,False,1.17007179463852e+16,16.149.694.307.118.700,1.0,3,10.0,0.0,0.0,0.0,0,47.803.999.999.999.900,0.0,0,0.0,0,4700.0,23600.0,2,0,0,1
655,de_inferno,CounterTerrorist,2,4,6,0,False,False,False,1.16882038095441e+16,14.698.987.637.233.200,1.0,3,10.0,0.0,0.0,0.0,0,30.534.494.399.999.900,0.0,0,0.0,0,5100.0,26700.0,7,0,3,6
656,de_inferno,CounterTerrorist,2,4,6,0,False,True,False,1.17007179463852e+16,23.098.660.105.477.600,1.0,3,10.0,0.0,0.0,0.0,0,424.854.927,0.0,0,0.0,0,5600.0,26700.0,4,0,3,2
657,de_inferno,CounterTerrorist,2,4,6,0,False,False,False,1011767963599190.0,9.928.682.964.933.980,1.0,3,10.0,0.0,0.0,0.0,0,98.986.824,1.0,1,0.0,0,5400.0,26700.0,4,0,2,2
658,de_inferno,CounterTerrorist,2,4,6,0,False,False,False,1.1294008499051e+16,1.023.188.438.641.550,0.0,3,10.0,0.0,0.0,0.0,0,10.662.044.499.999.900,2.0,0,0.0,0,5500.0,26700.0,10,1,0,4
659,de_inferno,CounterTerrorist,2,4,6,0,False,False,False,1089981318855780.0,10.740.117.315.236.600,1.0,3,10.0,0.0,0.0,0.0,0,8.584.698,0.0,0,0.0,0,5100.0,26700.0,3,0,2,2
660,de_inferno,Terrorist,1,4,7,1,True,False,False,7571052788837510.0,12.108.949.995.901.600,0.0,0,10.0,0.0,0.0,0.0,0,101.176.796,0.0,0,0.0,0,4700.0,23400.0,1,0,0,0
661,de_inferno,Terrorist,1,4,7,1,True,True,False,7815078457238060.0,13.566.979.916.275.900,0.0,4,10.0,0.0,0.0,0.0,0,108.998.131,0.0,0,0.0,0,4700.0,23400.0,1,0,0,1
662,de_inferno,Terrorist,1,4,7,1,True,False,False,6438523404722150.0,10.391.158.876.721.500,1.0,2,10.0,0.0,0.0,0.0,0,580.030.251,1.0,0,1.0,0,4700.0,23400.0,3,0,0,2
663,de_inferno,Terrorist,1,4,7,1,True,False,False,3497701247074520.0,4.924.991.010.858.410,0.0,0,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,4500.0,23400.0,0,0,0,0
664,de_inferno,Terrorist,1,4,7,1,True,False,False,3103505936581320.0,4.872.041.912.955.070,1.0,0,10.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0,4800.0,23400.0,3,0,0,1
665,de_inferno,CounterTerrorist,2,4,7,0,False,True,False,7815078457238060.0,859.894.231.743.798,1.0,3,10.0,0.0,0.0,0.0,0,757.105.255,2.0,0,1.0,2,5100.0,26700.0,9,2,3,7
666,de_inferno,CounterTerrorist,2,4,7,0,False,False,False,7602338130940140.0,13.362.967.883.886.300,1.0,3,10.0,0.0,0.0,0.0,0,31.035.059.000.000.000,2.0,0,1.0,0,5500.0,26700.0,6,0,3,3
667,de_inferno,CounterTerrorist,2,4,7,0,False,False,False,580030242582841.0,7.996.801.635.563.180,1.0,2,10.0,0.0,0.0,0.0,0,98.986.824,0.0,0,0.0,0,5100.0,26700.0,4,0,2,2
668,de_inferno,CounterTerrorist,2,4,7,0,False,True,False,7815078457238060.0,11.537.754.117.496.900,0.0,2,10.0,0.0,0.0,0.0,0,6.438.523,1.0,0,1.0,0,5500.0,26700.0,11,1,0,5
669,de_inferno,CounterTerrorist,2,4,7,0,False,True,False,7815078457238060.0,105.655.234.713.855,1.0,3,10.0,0.0,0.0,0.0,0,8.584.698,0.0,0,0.0,0,5500.0,26700.0,3,0,2,2
670,de_inferno,Terrorist,1,4,8,1,True,False,False,4.32363427858406e+16,58.697.902.882.032.100,0.0,0,10.0,0.0,0.0,0.0,0,101.176.796,0.0,0,0.0,0,3550.0,20400.0,1,0,0,0
671,de_inferno,Terrorist,1,4,8,1,True,False,False,6982888357307980.0,10.704.854.402.488.300,0.0,3,10.0,0.0,0.0,0.0,0,108.998.131,0.0,0,0.0,0,3750.0,20400.0,1,0,0,1
672,de_inferno,Terrorist,1,4,8,1,True,False,False,5.96924327318263e+16,778.225.982.004.139,0.0,0,10.0,0.0,0.0,0.0,0,580.030.251,0.0,0,0.0,0,4700.0,20400.0,3,0,0,2
673,de_inferno,Terrorist,1,4,8,1,True,True,False,7176857478344320.0,9.433.811.495.164.490,0.0,3,10.0,0.0,0.0,0.0,0,445.503.273,1.0,0,0.0,0,3700.0,20400.0,1,0,0,0
674,de_inferno,Terrorist,1,4,8,1,True,False,False,4730343725918310.0,6.926.765.944.175.750,1.0,0,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,4700.0,20400.0,3,0,0,1
675,de_inferno,CounterTerrorist,2,4,8,0,False,True,False,7176857478344320.0,10.151.309.121.728.100,1.0,3,10.0,0.0,0.0,0.0,0,47.303.436.299.999.900,1.0,0,0.0,0,5100.0,29250.0,10,2,3,7
676,de_inferno,CounterTerrorist,2,4,8,0,False,False,False,4.45503271541513e+16,9.423.527.285.341.700,2.0,2,10.0,0.0,0.0,0.0,0,432.363.434,1.0,1,0.0,0,6100.0,29250.0,7,0,4,3
677,de_inferno,CounterTerrorist,2,4,8,0,False,True,False,7176857478344320.0,1.330.319.609.153.550,1.0,2,0.0,1.0,0.0,0.0,0,596.924.324,1.0,0,0.0,0,7050.0,29250.0,5,0,2,2
678,de_inferno,CounterTerrorist,2,4,8,0,False,True,False,7176857478344320.0,10.363.058.113.297.700,0.0,1,10.0,0.0,0.0,0.0,0,6.982.888,1.0,0,0.0,0,5500.0,29250.0,12,1,0,5
679,de_inferno,CounterTerrorist,2,4,8,0,False,True,False,7176857478344320.0,14.776.355.603.646.200,1.0,3,10.0,0.0,0.0,0.0,0,7.176.858,1.0,0,0.0,1,5500.0,29250.0,4,1,2,2
680,de_inferno,Terrorist,1,4,9,1,True,False,False,5675161057417870.0,7.721.538.018.170.990,0.0,3,0.0,0.0,0.0,0.0,1,101.176.796,0.0,0,0.0,0,600.0,1800.0,1,0,0,0
681,de_inferno,Terrorist,1,4,9,1,True,True,False,5806559494248930.0,9.108.236.355.554.940,0.0,2,0.0,0.0,0.0,0.0,1,108.998.131,0.0,0,0.0,0,500.0,1800.0,1,0,0,1
682,de_inferno,Terrorist,1,4,9,1,True,False,False,2.52785564189285e+16,40.773.528.536.162.400,0.0,0,10.0,0.0,0.0,0.0,0,580.030.251,0.0,0,0.0,0,200.0,1800.0,3,0,0,2
683,de_inferno,Terrorist,1,4,9,1,True,False,False,558130503110997.0,865.190.330.156.711,0.0,0,10.0,0.0,0.0,0.0,0,445.503.273,0.0,0,0.0,0,300.0,1800.0,1,0,0,0
684,de_inferno,Terrorist,1,4,9,1,True,False,False,5.73773174162314e+16,8.338.930.907.531.470,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0,200.0,1800.0,3,0,0,1
685,de_inferno,CounterTerrorist,2,4,9,0,False,True,False,5806559494248930.0,7.441.821.859.763.350,1.0,3,10.0,0.0,0.0,0.0,0,5.581.305,2.0,0,1.0,0,5100.0,28750.0,12,2,3,8
686,de_inferno,CounterTerrorist,2,4,9,0,False,True,False,5806559494248930.0,13.774.740.862.213.800,1.0,1,10.0,0.0,0.0,0.0,0,252.785.568,3.0,0,1.0,0,5500.0,28750.0,10,0,4,4
687,de_inferno,CounterTerrorist,2,4,9,0,False,True,False,5806559494248930.0,829.195.292.733.906,0.0,3,0.0,1.0,0.0,0.0,0,596.924.324,0.0,0,0.0,0,7050.0,28750.0,5,0,2,2
688,de_inferno,CounterTerrorist,2,4,9,0,False,True,False,5806559494248930.0,947.008.354.673.551,0.0,1,10.0,0.0,0.0,0.0,0,6.982.888,0.0,0,0.0,0,5600.0,28750.0,12,1,0,5
689,de_inferno,CounterTerrorist,2,4,9,0,False,True,False,5806559494248930.0,7.478.909.279.661.960,1.0,1,10.0,0.0,0.0,0.0,0,7.176.858,0.0,0,0.0,0,5500.0,28750.0,4,1,2,2
690,de_inferno,Terrorist,1,4,10,1,True,False,False,3.89189655756771e+16,6.656.998.952.617.380,0.0,0,10.0,0.0,0.0,0.0,0,101.176.796,0.0,0,0.0,0,4700.0,23700.0,1,0,0,0
691,de_inferno,Terrorist,1,4,10,1,True,False,False,3.88563948914718e+16,6.984.001.633.582.200,0.0,0,10.0,0.0,0.0,0.0,0,108.998.131,0.0,0,0.0,0,4700.0,23700.0,1,0,0,1
692,de_inferno,Terrorist,1,4,10,1,True,True,False,4311120141743010.0,81.129.894.795.153,0.0,0,10.0,0.0,0.0,0.0,0,409.838,1.0,0,0.0,0,4700.0,23700.0,4,0,0,2
693,de_inferno,Terrorist,1,4,10,1,True,False,False,3216133168150810.0,43.654.149.432.256.900,0.0,0,10.0,0.0,0.0,0.0,0,445.503.273,0.0,0,0.0,0,4800.0,23700.0,1,0,0,0
694,de_inferno,Terrorist,1,4,10,1,True,False,False,3.41010228918714e+16,52.417.455.280.027.500,1.0,0,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,4800.0,23700.0,3,0,0,1
695,de_inferno,CounterTerrorist,2,4,10,0,False,True,False,4311120141743010.0,7.347.302.440.278.010,1.0,0,10.0,0.0,0.0,0.0,0,3.216.133,1.0,0,1.0,0,5100.0,28750.0,13,2,3,9
696,de_inferno,CounterTerrorist,2,4,10,0,False,True,False,4311120141743010.0,6.120.044.784.328.540,1.0,1,10.0,0.0,0.0,0.0,0,341.010.246,1.0,0,1.0,0,5500.0,28750.0,11,0,4,5
697,de_inferno,CounterTerrorist,2,4,10,0,False,True,False,4311120141743010.0,5.742.216.112.506.540,1.0,3,0.0,1.0,0.0,0.0,0,389.189.644,1.0,0,0.0,0,7050.0,28750.0,6,0,2,2
698,de_inferno,CounterTerrorist,2,4,10,0,False,False,False,4098379815445100.0,6.668.895.534.322.780,0.0,0,10.0,0.0,0.0,0.0,0,3.885.639.570.000.000,1.0,1,0.0,1,5600.0,28750.0,13,2,1,5
699,de_inferno,CounterTerrorist,2,4,10,0,False,True,False,4311120141743010.0,65.398.324.694.989.000,0.0,0,10.0,0.0,0.0,0.0,0,4.311.120.220.000.000,1.0,0,1.0,0,5500.0,28750.0,5,1,2,3
700,de_inferno,Terrorist,1,4,11,0,True,True,False,9022692662399740.0,15.270.756.238.618.300,0.0,2,10.0,0.0,0.0,0.0,0,101.176.796,0.0,0,0.0,0,4400.0,22650.0,1,0,0,0
701,de_inferno,Terrorist,1,4,11,0,True,True,False,9022692662399740.0,12.962.408.580.643.600,1.0,0,10.0,0.0,0.0,0.0,0,108.998.131,0.0,0,0.0,0,4700.0,22650.0,1,0,0,1
702,de_inferno,Terrorist,1,4,11,0,True,True,False,9022692662399740.0,18.861.561.503.663.800,0.0,0,10.0,0.0,0.0,0.0,0,347.893,1.0,0,1.0,1,4050.0,22650.0,5,1,0,3
703,de_inferno,Terrorist,1,4,11,0,True,False,False,4786657341703050.0,9.896.293.316.363.700,1.0,2,10.0,0.0,0.0,0.0,0,37.229.557,1.0,0,1.0,0,4800.0,22650.0,2,0,0,1
704,de_inferno,Terrorist,1,4,11,0,True,False,False,6150698257377910.0,11.136.494.305.548.700,1.0,1,10.0,0.0,0.0,0.0,0,272.808.189,2.0,0,0.0,0,4700.0,22650.0,5,0,0,1
705,de_inferno,CounterTerrorist,2,4,11,1,False,False,False,2728081831349710.0,4.437.071.511.512.000,1.0,0,10.0,0.0,0.0,0.0,0,3.216.133,0.0,0,0.0,0,5100.0,29250.0,13,2,3,9
706,de_inferno,CounterTerrorist,2,4,11,1,False,True,False,9022692662399740.0,16.327.285.483.317.500,3.0,3,762135922330097.0,0.2378640776699029,0.0,0.0,0,61.506.980.000.000.000,1.0,0,0.0,0,5500.0,29250.0,12,0,4,5
707,de_inferno,CounterTerrorist,2,4,11,1,False,False,False,3722955710213480.0,4.440.480.414.868.650,0.0,0,0.0,1.0,0.0,0.0,0,389.189.644,0.0,0,0.0,0,7450.0,29250.0,6,0,2,2
708,de_inferno,CounterTerrorist,2,4,11,1,False,False,False,3478930041812940.0,6.116.613.813.840.480,0.0,0,10.0,0.0,0.0,0.0,0,3.885.639.570.000.000,0.0,0,0.0,0,5600.0,29250.0,13,2,1,5
709,de_inferno,CounterTerrorist,2,4,11,1,False,False,False,4861742162749370.0,10.092.939.443.486.300,0.0,1,10.0,0.0,0.0,0.0,0,4.786.657.329.999.990,1.0,0,0.0,1,5600.0,29250.0,6,2,2,3
710,de_inferno,Terrorist,1,4,12,1,True,False,False,7808821388817530.0,11.136.977.988.808.100,0.0,1,10.0,0.0,0.0,0.0,0,101.176.796,0.0,0,0.0,0,4700.0,23300.0,1,0,0,0
711,de_inferno,Terrorist,1,4,12,1,True,False,False,5643875715315230.0,6.501.669.509.125.010,0.0,0,10.0,0.0,0.0,0.0,0,108.998.131,0.0,1,0.0,0,4700.0,23300.0,1,0,1,1
712,de_inferno,Terrorist,1,4,12,1,True,False,False,3685413299690320.0,5.725.118.460.558.990,0.0,0,10.0,0.0,0.0,0.0,0,347.893,0.0,0,0.0,0,4700.0,23300.0,5,1,0,3
713,de_inferno,Terrorist,1,4,12,1,True,False,False,264048287346234.0,4.717.329.719.932.070,1.0,0,10.0,0.0,0.0,0.0,0,37.229.557,0.0,0,0.0,0,4500.0,23300.0,2,0,0,1
714,de_inferno,Terrorist,1,4,12,1,True,True,False,83594434098239.0,9.695.818.107.374.180,1.0,4,10.0,0.0,0.0,0.0,0,386.686.821,2.0,0,0.0,0,4700.0,23300.0,7,0,0,1
715,de_inferno,CounterTerrorist,2,4,12,0,False,True,False,83594434098239.0,8.270.137.405.310.870,1.0,3,10.0,0.0,0.0,0.0,0,3.216.133,0.0,0,0.0,0,5100.0,29450.0,13,2,3,9
716,de_inferno,CounterTerrorist,2,4,12,0,False,False,False,3866868283885600.0,597.139.675.950.929,1.0,1,7912457912457912.0,0.2087542087542087,0.0,0.0,0,26.404.829,2.0,0,1.0,0,5500.0,29450.0,14,0,4,6
717,de_inferno,CounterTerrorist,2,4,12,0,False,True,False,83594434098239.0,14.143.866.911.966.700,0.0,3,0.0,1.0,0.0,0.0,0,389.189.644,0.0,0,0.0,0,7450.0,29450.0,6,0,2,2
718,de_inferno,CounterTerrorist,2,4,12,0,False,True,False,83594434098239.0,9.763.589.701.346.570,0.0,1,10.0,0.0,0.0,0.0,0,7.808.821,2.0,0,1.0,0,5600.0,29450.0,15,2,1,6
719,de_inferno,CounterTerrorist,2,4,12,0,False,False,False,8102903604582290.0,11.308.123.050.903.900,1.0,3,10.0,0.0,0.0,0.0,0,56.438.759.999.999.900,1.0,0,1.0,0,5800.0,29450.0,7,2,2,4
720,de_inferno,Terrorist,1,4,13,1,True,False,False,7158086273082740.0,13.776.741.557.813.300,0.0,0,0.0,0.0,0.0,0.0,1,101.176.796,0.0,0,0.0,0,300.0,1400.0,1,0,0,0
721,de_inferno,Terrorist,1,4,13,1,True,True,False,766490881514542.0,12.383.444.077.710.300,0.0,2,10.0,0.0,0.0,0.0,0,108.998.131,0.0,0,0.0,0,500.0,1400.0,1,0,1,1
722,de_inferno,Terrorist,1,4,13,1,True,False,False,7508482104632240.0,12.251.450.012.945.400,0.0,1,10.0,0.0,0.0,0.0,0,347.893,0.0,0,0.0,0,200.0,1400.0,5,1,0,3
